keyword,title,price,rating,reviews,platform,delivery,thumbnail
Laptop,"Lenovo IdeaPad 1 15"" AMD Ryzen 5 Laptop",58899.0,4.5,29,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQbYSn26Aq5MP51GWc1uUQ709r42Mm9wUEosVsRQZBB6KD9WSQ_LvrrqYM7vANjcVccLDDm5lAIExXi_RF68jToj5LY335QL6ex-nDLRNxQXUsZRhoVfT2P0w
Laptop,Lenovo IdeaPad 1 AMD Ryzen 3 3250U Laptop,55000.0,4.5,29,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRJaId0N5acRPszuyYbqNYdbtlH2uUrG1b3bF5kRd6xNgjlalkEzEjHYdV9dyEu2tQlMfBqi2k6Hwtt_tkVqB2PNOu2_CSGGYovI7AyrTov
Laptop,ASUS Vivobook 15 2026,67990.0,5.0,2,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRWhWbVm21nOLMwxhepVVpQRZ-8Pc_k_Ln0ZDigI_bNZhk0o9y9mgJnrKf85oSfmu0jzY0jUrS5M68O32nCS3YlH9VmNU9UUo7CdIYJOovM--0kDc5h49wTMQ
Laptop,Lenovo IdeaPad Slim 3i 12th Gen Intel Core i5-12450H Laptop,69990.0,5.0,5,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT6ILsHyPUrhTuypyqRzGcchs63xxjeKkM99Iu6jif0cJz0enryDbJL_vEXy0Kswu_QWcX44-VWA7xTn1nUItQkwZhjyHBo7Uy9-BkstYgWaGEdCYNUrNlg
Laptop,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 Laptop,61890.0,4.5,29,Flipkart,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSNjduv7wZT7f2SKRiWepc2ce1JqpV-222jSugKD7W1JTbL3vclgxNnJ41R09c86Tz3QIZlgvZZiMDqhsmW1H14KquO6YPqNcTjLL7fpDE
Laptop,ASUS Vivobook 16 Intel Core Ultra 5 Laptop,75890.0,4.2,100,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTJOlo3CNSANS3O9aId_apDvGOggB-YOlCU0xnu6Yw12mJeolF3SSWJ6SwIZnZQgbnLcLgpKkkPaGuy2Um6JaQ2FETtK87qmvbnDNHavE0XyVXYwcGHAyoSjg
Laptop,HP 15s-eq1560AU Laptop,52890.0,4.5,29,Flipkart,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRJ8LpEOgd8DiU8pIOGtPumZV0cvr_pnO4Zd2yPih5kIRG_AqRHefHmYkJkP5hLkJ0xtK_DpoUKC2cLkt8DhwDlmDlyxi0peC4Xn2H96Lm3EIgf8g_Dkcwc
Laptop,"Acer Aspire Lite AL15-52 15.6"" Intel Core i3 12th Gen Laptop",17500.0,4.5,29,Gameloot,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQwrPGVdNZyEGTh_GiFZZYbrhNbk34pf69BUYp5zuDVc_ex1JACJ7tc5tnlSWENy8vx33hsDWRQPQIvunrJfrBfdigNE2Yw9g
Laptop,"HP Laptop 39.6 cm 15.6"" 15-fc0500AU Silver",55763.0,4.7,3,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQX5ScL5cFvIaCTm769Zugb8uWetbdruQE4pHnYfdJCEZ2TjZY2jlzUoIdR5_scA1TuoUoK-EgqqvBvDoeji4hmye9YbF5envkgX64LprMR
Laptop,Lenovo V15 AMD Ryzen 3 7320U Laptop,49999.0,5.0,5,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQy1_1VMj6Ysg-1GZU-TvsI9FZ3Zl4JwJuuFQhAv18OoLgkjsDoZEZkNkGFsgKCVS010qxN3UMi42axDQwiFE2kPDPEpraDFmrgic4046rF3TBFd7yNv0jn3w
Laptop,"Lenovo IdeaPad Flex 5 14"" AMD Ryzen 5 7530U Laptop",60490.0,4.5,29,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTTjec84iwlcnguhn5MYSJbSEy6uMSudvACHyJxbgKrOt12RGdowSCs22dKF10vfeP86iBq_nTazKkS3KL_9R0cie6UwwEkp1meB61kdWKO9YgO1QcmfbT4
Laptop,ASUS Vivobook 15 Intel Core i3 13th Gen Laptop,57500.0,2.8,7,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ1LYiJM3EcbdN4_VarmEloYkDFFZwS5HoxHMNKinW6qg4aZT4XZMW_rZaFHh6NdXGJsNr9fCUNtN6gQDk_A4SzFY9aYCkKxWa19YmKeBNR50k_1sfPRirM
Laptop,"HP (Upgraded) Omen 16-wf0000 Laptop (2023) | 16.1"" 1920x1080 FHD | Core i7-13700HX - 1TB SSD Hard Drive - 16GB RAM - Nvidia GeForce RTX 4060 | 16",4871.0,4.9,13,Desertcart.In,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQl6axSnCc3Hs5qTDSBwBwXGN4p3Lyv9rklVOYYWuXkr0sl7PwEnVBI19dgUTRFvLC7fYPwNLIu3heA9Gdm4TP3XiuZoUXMGg
Laptop,HP HP 15 AMD Ryzen Core,51800.0,4.2,54,Flipkart,Free Delivery,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTziRTIALAktvanhNb02_AqmYkGcVgcvxXklZA9SnUS31Kqynlb3hBz_PCXNHWMGKg47wwzoRnOLAhU-kiyWEXd9vXiaZfw3fnUtFiC00HK
Tablet,Samsung Galaxy Tab A11+ 5G Tablet,26498.0,4.7,3300,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQrIMgBcgksvc4GIKioZWZr4bBaJhUXSu9ywRHX_fqb3vtHkx3kdHJ8-YF8cM6lcaP88csdzHLDiLciWkMUKsPlfOzX3MPT_4fVdHie7s2fZPW4MbJ0jso80A
Tablet,"Redmi Pad SE 11"" Wi-Fi Android Tablet",11499.0,4.8,89,93Mobiles,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT5cyFG2CdcOb_LrWRgikK97-2W6Z6HtAIWqJDLdqliGXSc3Q8TXFns6E-bBOs8DlHh-8TLD_p4Amlt2yfKwk4eOgCkxCuwAYpT7M_uaPDVNbqhqP7Q23bKBA
Tablet,Android 15 Tablet 10 Inch 12GB RAM 64GB ROM 1TB Expandable 2 in 1 Tablets Keyboard/,8599.0,3.4,5,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRY-igJ9UNvmTBMLbTVo9a6uzUcl45NibwkcNilWn-iN7cBaMAAdlWQCgBTdl3KRAWqRiZoVa0rUK2fbklatyois_k0KTc3sk6uaqsKTgiA
Tablet,Samsung Galaxy Tab A11 Plus Wi-Fi Android Tablet,24985.0,4.6,12000,Flipkart,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcShG1Xz4FFWCuqTjI4_Kq-qu9kxr_VTsrmD3Ciu8E4wSSZardv_amJS8IYyBeG0HyNU_DkX46epChcgoTqy0xFdlCaNbuZ4J_3jBgyCmspu
Tablet,Motorola Pad 60 Neo 8 Gb Ram 128 Gb Rom 11 Inch With Wi-fi+5g Tablet,16631.12,5.0,20,Vlebazaar.In,Free Delivery by Wed,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTwuWhV6j_Bzos_RmMPE1TKE0RJ1uY2lUVwihg12Fl34mK8HNK0cA6ddtxzhwhPS0H-gS5meu8f4tBJCgfmrzcOBifRzSHr9g
Tablet,Android 15 Tablet 10 inch 12GB RAM 64GB ROM 1TB Max,11806.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR1EtGfdk3Q21hn5d7iNy1yWndKoofV5Eur5M7vgRNeeyRKI99deKS8pEqJLjtNs5NEttbYiWFxg0qO-XAtvthXeRz_ZT5QzDWSgDY4k7s
Tablet,Redmi Pad Ram,12499.0,4.8,50,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRvuFdw0oibOUjnAavHd-3xHiSf1P3UJfVOJkG2_X1uJVVIfOqytr0U6BZTFbxxNB-8Ek6G5dNZcPM-NpjqipfjMfFd81Q2CSqT3AFHEnok9GRFR0h_H_vF
Tablet,"Lenovo Idea Tab 11"" 128GB/8GB WiFi Grey Tablet + Pen",1115.0,4.5,438,Desertcart.In,Free Delivery,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTCjmUX0bObXSZ3zWMHJseGhsBZmKkCgB4grskTTJuY8Wr4QG83SGbgXZhBNQ0jHALlxBUwayoRuAqXw_TeiE_sr6Q8SNedhO9EXjzV80QatzHj4Y7bZti4
Tablet,HONOR Pad 8 12-inch Wi-Fi Tablet,9999.0,4.8,368,93Mobiles,Free Delivery,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTvH3B1X_RKymbvNHSSWnGJNeg3HFY4wvE5AgHfvRDH2SK-8WkzT7gRjqJg9cz0FCb9yJN5AQO1uPzM9fvYNUL4ihmekYP4X5Wl-6RhpCnfowubsSK6GeQRNg
Tablet,OnePlus Pad Go,17999.0,4.6,17,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRjJTAIIfJTyRbhzvjHDd-R_DmD_a7Aq4k6Acsug30AbHDq7XOLa5LH0DaykBB82372pSiQ5opJN5a-C5NScrYzR3hH10th7_VeeVXES-Sq5-gdDjdefc1fAQ
Tablet,"tablet, 10 inch Android Tablet with 128GB ROM, 16GB RAM (up to 2TB), Octa-Core Processor, 5G WiFi Tablet, with Keyboard and Mouse Case, 13MP+8MP",13809.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQBCTqJFix3biBZHsrw0MJEqpkP8ZSuOwqSnS5oiSCVUuowMN5aBWFJVDu-U57DEFQwAntnJ2EvpXg_0Njp_I2K4RehxDa7CF4rItxfi2dUgrrxei1Scbti
Tablet,Samsung Galaxy Tab A9,11999.0,4.7,8000,Reliance,Free Delivery by Sat,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS5lpvl2J6Vll1sasjqM-rBvXvrkbGkF1xZ4JPNp8X8bAyYJKI9KwtS6qSmp8cwtvH4EJaM_Nr1ysUUqqRdj4QuK1IOh2bcY6_If0xyPuf48dK4suE-paCi
Tablet,Redmi Pad SE 4G Tablet,10999.0,4.7,34,Flipkart,Free Delivery,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQ1CHZ9AID8rPVMQzfwdQmz21n1c3er0BHVJH1cd_XNC55Iah4A0-uZQ2hEboSlCaEEM-l-PY1tOzAqPLYfMS7wWkDKPr0B_kECt8L6SNCF
Tablet,Redmi Pad Pro 5G,34499.0,4.8,268,Amazon,Free Delivery,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQc3dd72jW7PAoy6gBQH_rH7yxgCSYqxmmpOTs7NsgSct6MrOaYkXn3nDddPeIJk4moDGF4mYiOm-83FkRO4TOjU4ibv-30jztxbEBCrAst2MPpYUdXg-mJww
Tablet,Redmi Pad 2 Wi-fi+4g Android Tablet,22999.0,4.9,466,Mi.com,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQmHhhD2L0hrF4HXs6KSTTzonGahHtwJUKdRe2wSFu0fUEDIoo5aTPposuAjCKixrT5GFxa7onCE-PRMvbkXhr2xRHWmxbYSQm0cfY5DZJBZIWwfBUf2udh
Tablet,Lenovo Tab M10 Plus 3rd Gen 10.61-inch Wi-Fi Tablet,13899.0,4.8,89,Flipkart,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTn-5RylEWYlM7E8J_BYexhgH2FLQvb985QNFsGJpkRvY0H0EgXuCJ0xc01VuZ9Ysoq7FuUlu3GSGnquIiO7q8-19g5RIfhhyFyC6tHqASB6r-3kahMqlATMw
Tablet,"10.1"" Android Tablet",15900.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQOrEvfKA-x2xJhJT7TVaa1HwXkpQKvw_teN0MO5UM8jbqap0sVKOAC8YbRITdIcq_jNWWQl6MTk3lGzqn9EEepEWAxJytWV1KWbgftdtIJK6GtGI6gT8CveA
Tablet,Redmi Pad Tablet,4000.0,4.8,89,Gameloot,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSSCRBGNNVDCs5BRWuY_8vChqht7pm1n6D0me2om22bT-Op-ilb_V1gcF4KbyS9FE-ZNSKK-_vIpS8A0pgbkzn8gcLgjSVJ
Tablet,OnePlus Pad Lite 11-inch Tablet,19999.0,4.6,60,Flipkart,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQeB8lMfLOqXzkMoIk_vRNJgLbN6-pz-UiAxcQPO7LhoX06PH93qpvvgxyGCMk9V4e9UEFGq379vhfjtPz-s9A2xJgxfFTGHxLdydGl34sj
Tablet,Lenovo Tab M11 11 Inch Wi-Fi Android Tablet,14999.0,4.4,117,Zepto,Free 10 min Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR8jvZiQZ-iTV4le_S6UZXH1vJQZ2sLJ8XXOy8BUbHIJjHxc28JBRNtGNB-91vLn2jhk2WZ312vj3zgUDsmGOP815CsZgnmIPKGx7vlO_dKHoEwNwuIEZHK8bNc
Tablet,"Tablet 10.1 inch Android 14 Tablets, 6GB RAM 64GB ROM 1TB Expand, Quad-Core Tablet with Case, 1280x800 IPS Touch Screen, 6000mAh, BT5.0, Dual Camera,",14999.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTbE3StjskYPSK-kRhmlnJCusYyEtoG1i8EFiEz4TYy7UoyCUxomY2QaImWWcw44mWzq7zwQH8m2ZFhdoBeIkNndDROZG3_RGQq4K_-5gqG28Om81BA8R8L
Tablet,Realme Pad 2 11.5 Inch Wi-Fi+4G Tablet,28000.0,4.9,20,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRrly-CG9c0rtymofIdMsMikKz7CoAhWHRr20dnxTSIkGc_D25bdynQE6FIAK4w84RN9pwRzqIJXVLF2TcT-Waa0UI3nTnMZ6hn3T4jgcutzUE8RQpoKGTJ
Tablet,SAMSUNG Galaxy Tab S6 LITE Wi-Fi 10.4-inch Android Tablet 4GB RAM 64GB Storage Model 2024 Edition - Mint,1407.0,4.7,2100,Desertcart.In,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQwkxLGEYkrIixWXJlvPDhKcf8ZL8rF4rjPSgoXj1joymgz00UFEFceePbgmopR0Q06zBd0j-DPRAEzQNdThLlo2GamTfdAkqrU3ZY585wsRNqLXmsC88fhbw
Tablet,CUPEISI 10 inch Android 13 Tablet,12438.67,4.8,89,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTgxgQLoeF0iJTgQKYVrVM8EVY4As4_oP5IhOHxjSxhLwB1VdzMf20GB0FcNmb1Q2H9mM0Mlv53TJguDdjEEC7nZHj6CKXUL5X53g16Bk4rIXK_0zw8J-9j
Tablet,Oppo Pad SE 11-inch Wi-Fi+4G Android Tablet,20999.0,5.0,5,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQwbNt_8DnQmEfiRZ7VNPJUOad8YJpX9OYDm1SwRsXZtSzNufmdWFrpcOvhfBedA5Sz01BJml4fUBPNPAE_gWxjg-4MMiPAwlF5Fneqsx_QO-2QSiVVBa57
Tablet,Redmi Pad Pro 5G Android Tablet,19799.12,4.8,89,Vlebazaar.In,Free Delivery by Wed,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcR_7nBmWsuZ54M_tlktSSFbWbpBAmR1fFB-GdrsJTgqp3q-8_Rj9cfLLaFEWVQsDIE4Oy9jNjH8iYAh1Kn-dSL5-xghurDdGuQ-wR4CXf18hWd5ISATkeNM
Tablet,Apple iPad Wi-Fi,49900.0,4.8,70000,Apple,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQBKJ0yKFXDWHn7XL3gktFtyMD9unwPpl34c4raURJR53HyT8PM8XpOSBhN4zD3DV8baLRCUAno6Sx13ELZg4UYr5-IZ4YxBHwx9K6w1Lb80DhfyW8AG4QOIjA
Tablet,"Android Tablet, 10.1 Inch, Android 14 Tablets, 6GB RAM, 64GB ROM, 1TB Expansion, 1280x800 IPS HD Touchscreen, 6000mAh Battery, Bluetooth, Dual Camera,",13388.93,4.8,89,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS_AfoPy0nFSV5QXRUf88QTkCIikbalM41uUgwXkHx_j6Z3KthyEpBOytk8k3W2uQ8ZEmbLlpLxZAFWyuqN9SNl_HlpTxjXflK4n3Pg5ZaenMO9Jl20e1Ii
Tablet,Redmi Pad SE 4G Android Tablet,10999.0,4.8,89,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQiuyW_15rg8vTFRxxeiIU6_YXFYij7XdPQbfeyCZtMufkCLXplsou5p5eu5tgc4FfEoXlDNbnD-vOVgO_TNJUzrP_I-vu6IT4sNdVckK4R
Tablet,Redmi Pad 2 11-inch Wi-Fi Android Tablet,18999.0,4.8,89,Mi.com,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTA0-Et87WRCs_meXvyFAAIC8mZ5Bgk9jre4ZgeD3teMjDpBh60VZlbovkD_fedPNQGpb80mw1vS2TVGEmWP4pakuY9-oYIkSo7vU_U-TiwzwtQF3Wgh3OA_Q
Tablet,"7 Inch Tablet with Case, Five Core Android 15 Tablets, 8GB RAM 32GB Storage 1TB Expand, 5G WiFi,1024x600 IPS HD Screen, 3500mAh, Dual Camera, Type C",6845.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT-5CNwt6zPnKb30u5Y16tQyxToipGFzLYnMo0Rx3jTxLkz7SqCSmK0jkdTuiYFltOoghYRiJo21pV2tsYf_nQKswiKp8RwMZfBsg73nPPZcX9_fJLjB3v8HA
Tablet,Lenovo Tab Plus Wi-Fi Tablet,21999.0,4.6,474,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSYEqVXCJD9bQN1MRy9WfJ9mZeHPGQngOdwz8Oa0YdohbpNL_zoZKgthgMIh5p95OK_AEWzr-MFZNg8DkbVUqi6r5AEK6rRF5Wv8eL01GOWvO1RXt4ab-Gggg
Tablet,"Samsung Galaxy Tab A11+, Android Tablet, AI Features, Sleek and Modern Design, 11 Inch 90Hz Display, 128GB Storage, 6GB Memory, With Dolby Quad",1483.0,4.6,12000,Desertcart.In,Free Delivery,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSd8ftAb834bpIlnnM_VYvrhSs_IHpSzpIws4T7tF8koy6Rym3ho-jmgYaD--7CcglUsPDOJPCEjMtWEM35K59tOlp4I4Q5tVUnVpvo51OdwdpoQHQgFTwT
Tablet,"Samsung Galaxy Tab A9 22.10 cm (8.7 inch) Display, Gray,RAM 4 GB, ROM 64 GB Expandable, Wi-Fi+4G, Tablet, Gray",11099.0,4.8,633,Jiomart,Free Delivery by Tue,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRXGgD4SFhyZZETajwUVfY3d3jLnttQCFryKgL2INiXQuUXCB08os-5dWPpvcf_iRQ0gq1DvV1CvrDY7g6QxjIyepNwuo31SbSRsEfXJc0uCXeCvkudXG5R5A
Tablet,IWEGGO Android 15 Tablet,11999.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTEcqk0lKARLx9R2Bvzzg6lprj6Q3dVJUUTmjAWqLq8CS_9UBSakgiZVm0QmkxaI_seXA7ZEzU97Mca9SMdzzmYHJe-3BFTtDhYKqUfgfZWIjvX-H2aohCNuA
Tablet,Moto Pad 60 Neo 11 Inch WiFi + 5G Tablet,27999.0,4.8,89,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTZkElpGV4UVSCznQyc45YEKYN87CsqMRqqe6GG-gh4p0pDL1CTxBWyeWt1G-K9N0TR0kfvCQNBT2jvOxLPqN0A63SLxSuv5yvSiJjTMCOtfc4mamyTjObb
Tablet,Samsung Galaxy Tab A9+,6000.0,4.6,17000,Gameloot,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTA3GWc0kWtEzcSQYVxBJu-D5ud-Nrm7uZuPaFsLiDCy1kvn7mxjxxDaFejsrT-YA15tKi6Y-ysI1k1pTLifLTz5QOKaH-Xwg
Tablet,Lenovo Tab M10 HD 2nd Gen,11990.0,4.3,588,Amazon,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcS878EXDay4-OKby9XtZHYiec-e3CH108qJBUi8dhR4fZx7ceMgTB-ah4xI0tQg8QMFYie4x2UPJ5_tODbOkyZFx_8yRPGtYCU0orDzHRojOuxELWvyomXXWg
Tablet,"Acer Iconia Tab iM10-22 10.36"" Touchscreen Tablet",20990.0,4.8,89,Flipkart,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSY86_9wP3Cik09deaEgltFttw2s9rOXCaUpd767kVmU-3uHXPgxsgj8GP-4fXh7sX-KJLyiZbCrZcULUcULZwxUeo2u39lfYaJINDPrG0
Tablet,"Samsung Galaxy Tab S11 Ultra, AI Tablet, Wi-Fi, Light Design, Multi-Modal AI Tools, DeX Connect, 512GB Storage, 12GB Memory, Long Battery Life, Silver",2186.0,4.8,2800,Desertcart.In,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSRSUT-OgOwBJmAaNM6q8RLFz-k8ewKfAw-rSwRL1_DVbincIJy0tuINSo7Q_Ihp7l-xmpBoZnQATRfFiXmSS8ImAaqCUme6J_W7RrbRwvuIl-ZliHGnbMs
Tablet,iKall N7 7-inch Wi-Fi Android Tablet,4089.0,5.0,6,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQrPwconCBvq9uAug-d9qfgbjaC7ryToTccJD732e2biijQg5bcMy4yFu7N3kOAudQhyxpWqajeTvEHeV7bPvtuqR-N0PP3ZDQFkOhmrR5t-ttDVmHM_zV1ug
Tablet,i17 Pro 5G Tablet - 5G Android Smart Tablet,8999.0,4.8,89,Zone Alpha,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTDTISQ6yFF5EUp0coXJQQ_hq0s-eUK78MpeEypUtsvXur4nijR8TqYhk5b8_hFfgkfSBtvMmgG15FDXZdNcFfy2xeP1lPT534Hjc1_kC6wnqnNOg_M-YX_KA
Tablet,Samsung Galaxy Tab A9 8.7-inches Wi-Fi+4G,14699.0,4.8,10,Reliance,Free Delivery by Sat,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTtGM7JiD1FezZNmJxVseqhwkIiQiFT7ywu28WbQO9AczcoJx-J1MQOtHMLFXl9e3eNCSybP-5o617q-jMmoOlutHiAENHZ-D3xWTmbW9u_zhqbZP1se_aS
Tablet,"Redmi Pad SE 11"" Wi-Fi Android Tablet",11999.0,4.8,89,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSBcGDCLfKxo74Rw90pQOHqS0QmZ3hjI-IwyIRLMn5cQgNYX9y17leC0QDIWk4Onh8P9As8HbZQE-pnca73FPTENiIAELXlOUz2Yjb-d2Y
Tablet,Redmi Pad 2 Wi-fi+4g Android Tablet,18999.0,4.9,466,Mi.com,Free Delivery,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT-08phguSZJvhqjmLiO0w4JL8xX1gmMid2lGvVOd02RlZBh7Fxf3yWt_q0h7SRfd-KDfpDcKo024MBsgbXSP9tKlsCa0-9LReykpdJh2iynTIXLI-v7WylgA
Tablet,"Redmi Pad 2 11"" Android Tablet",15047.12,5.0,2,Vlebazaar.In,Free Delivery by Wed,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcT4IeissCsG6MLIKk7aCI0qLBfEqSFTmvqurdfbePfLXHussmFuz_UsYoLxApl54g1WBURLKH8RBQIZwnMXLafAaIwSp7PIV9zt1K0ixkPOF-PS2n0qWrpdLQ
Tablet,Motorola Pad 60 Neo 8 Gb Ram 128 Gb Rom 11 Inch With Wi-fi+5g Tablet,20499.0,5.0,20,Flipkart,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ5xchV4VM4bVVmFcLPHusSLFGMd8dHPIfwoLsOL4dn8X6L4ozmGTbq0ea_Jdtn5ZdxqriAYbno5KYWB9AG1Fy4geaRCrhQmBKBRPyBPxerdwug4iMll9Hw6w
Tablet,OnePlus Pad Go 2,29999.0,5.0,73,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT-U5ElciYQkgcNqYHVfVZjfQuan2wr6XkOZ-j5Rz0K9Skhowfkc-Kxm4uJDeQz1upJqSM-LcVReJs2jl-tGb2sciQOra2vmOO2RYWIu9mSbZzSRY00pe9crg
Tablet,Apple iPad Air 2 Tablet,2099.0,4.4,10000,Ovantica.Com,Free Delivery,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRz-3LxhrzL2Sz09V0FGxc0ckd5X-hApB50DCD-LJxskgwOjcKxEvbyXOGBRyrcJhsDYFrwxV_3-2hTMhIP9UHtumsEvazRWDLOgbhciotrcoLznpFZC9IabVI
Tablet,Samsung Galaxy Tab A9,15999.0,4.7,8000,Reliance,Free Delivery by Sat,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQZnrN1-yp8TNRKb8MBeWSmx2YjQYbZ4Pz90dCVL0EmXFdCQlRfXlrwUc-KEXWDVbkEyRC4xVdGtC0o2UKMU3hYcaemaN8MGEqnF6eykk69w0Z4XDeUmhnbaQ
Tablet,CUPEISI 10 inch Android 13 Tablet,7525.0,4.8,89,Ubuy.Co.In,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQbDV0aqSLgxDeWF1ICE1pVMIDlhr9nBgMOrSgRkJwD1f9vGkG3n3QF9W8n2e0cZGvFh2kKV7xZW_JotKTcnZ1l-rjWwvUtpWrMd_tT_-VSKd5gVLmCjITC
Tablet,"Android 13 Tablet with Keyboard, 2024 Newest 10 Inch 2-in-1 Tablet, 8GB RAM+128GB ROM/1TB Expandable Tablet PC, Quad-Core 2.0GHz CPU 10 Inch HD Screen",11775.0,4.8,89,Amazon,Free Delivery,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS2Zh0y_Ex6JPIj9Crlrm_ZrIrQ-0VafaUzdyGfoxYfoYEpJfptgmMcif6_znmqdUOT-P09cT68JDFQf-EWEWan9vRGPfp3457-i97lbBQMFYK4Qc0Fx8-m
